RedFighter,BlueFighter,Date,Location,Winner,WeightClass,Finish,FinishDetails,FinishRound,WinningFIghter,LosingFighter
Frankie Edgar,BJ Penn,8/28/10,"Boston, Massachusetts, USA",Red,Lightweight,U-DEC,None,5,Frankie Edgar,BJ Penn
Randy Couture,James Toney,8/28/10,"Boston, Massachusetts, USA",Red,Heavyweight,SUB,Arm Triangle,1,Randy Couture,James Toney
Demian Maia,Mario Miranda,8/28/10,"Boston, Massachusetts, USA",Red,Middleweight,U-DEC,None,3,Demian Maia,Mario Miranda
Kenny Florian,Gray Maynard,8/28/10,"Boston, Massachusetts, USA",Blue,Lightweight,U-DEC,None,3,Gray Maynard,Kenny Florian
Nate Diaz,Marcus Davis,8/28/10,"Boston, Massachusetts, USA",Red,Welterweight,SUB,Guillotine Choke,3,Nate Diaz,Marcus Davis
Joe Lauzon,Gabe Ruediger,8/28/10,"Boston, Massachusetts, USA",Red,Lightweight,SUB,Armbar,1,Joe Lauzon,Gabe Ruediger
Andre Winner,Nik Lentz,8/28/10,"Boston, Massachusetts, USA",Blue,Lightweight,U-DEC,None,3,Nik Lentz,Andre Winner
Dan Miller,John Salter,8/28/10,"Boston, Massachusetts, USA",Red,Middleweight,SUB,Guillotine Choke,2,Dan Miller,John Salter
Nick Osipczak,Greg Soto,8/28/10,"Boston, Massachusetts, USA",Blue,Welterweight,U-DEC,None,3,Greg Soto,Nick Osipczak
Mike Pierce,Amilcar Alves,8/28/10,"Boston, Massachusetts, USA",Red,Welterweight,SUB,Armbar,3,Mike Pierce,Amilcar Alves
Anderson Silva,Chael Sonnen,8/7/10,"Oakland, California, USA",Red,Middleweight,SUB,Triangle Choke,5,Anderson Silva,Chael Sonnen
Jon Fitch,Thiago Alves,8/7/10,"Oakland, California, USA",Red,Welterweight,U-DEC,None,3,Jon Fitch,Thiago Alves
Clay Guida,Rafael Dos Anjos,8/7/10,"Oakland, California, USA",Red,Lightweight,SUB,Injury,3,Clay Guida,Rafael Dos Anjos
Matt Hughes,Ricardo Almeida,8/7/10,"Oakland, California, USA",Red,Welterweight,SUB,Arm Triangle,1,Matt Hughes,Ricardo Almeida
Roy Nelson,Junior Dos Santos,8/7/10,"Oakland, California, USA",Blue,Heavyweight,U-DEC,None,3,Junior Dos Santos,Roy Nelson
Dustin Hazelett,Rick Story,8/7/10,"Oakland, California, USA",Blue,Welterweight,KO/TKO,Punches,2,Rick Story,Dustin Hazelett
Rodney Wallace,Phil Davis,8/7/10,"Oakland, California, USA",Blue,Light Heavyweight,U-DEC,None,3,Phil Davis,Rodney Wallace
Johny Hendricks,Charlie Brenneman,8/7/10,"Oakland, California, USA",Red,Welterweight,KO/TKO,Punches,2,Johny Hendricks,Charlie Brenneman
Todd Brown,Tim Boetsch,8/7/10,"Oakland, California, USA",Blue,Light Heavyweight,U-DEC,None,3,Tim Boetsch,Todd Brown
Stefan Struve,Christian Morecraft,8/7/10,"Oakland, California, USA",Red,Heavyweight,KO/TKO,Punch,2,Stefan Struve,Christian Morecraft
Ben Saunders,Dennis Hallman,8/7/10,"Oakland, California, USA",Blue,Welterweight,U-DEC,None,3,Dennis Hallman,Ben Saunders
Jon Jones,Vladimir Matyushenko,8/1/10,"San Diego, California, USA",Red,Light Heavyweight,KO/TKO,Elbows,1,Jon Jones,Vladimir Matyushenko
Mark Munoz,Yushin Okami,8/1/10,"San Diego, California, USA",Blue,Middleweight,S-DEC,None,3,Yushin Okami,Mark Munoz
John Howard,Jake Ellenberger,8/1/10,"San Diego, California, USA",Blue,Welterweight,KO/TKO,None,3,Jake Ellenberger,John Howard
Tyson Griffin,Takanori Gomi,8/1/10,"San Diego, California, USA",Blue,Lightweight,KO/TKO,Punch,1,Takanori Gomi,Tyson Griffin
Paul Kelly,Jacob Volkmann,8/1/10,"San Diego, California, USA",Blue,Lightweight,U-DEC,None,3,Jacob Volkmann,Paul Kelly
DaMarques Johnson,Matthew Riddle,8/1/10,"San Diego, California, USA",Blue,Welterweight,KO/TKO,Punches,2,Matthew Riddle,DaMarques Johnson
James Irvin,Igor Pokrajac,8/1/10,"San Diego, California, USA",Blue,Light Heavyweight,SUB,Rear Naked Choke,1,Igor Pokrajac,James Irvin
Brian Stann,Mike Massenzio,8/1/10,"San Diego, California, USA",Red,Middleweight,SUB,Triangle Choke,3,Brian Stann,Mike Massenzio
Darren Elkins,Charles Oliveira,8/1/10,"San Diego, California, USA",Blue,Lightweight,SUB,Armbar,1,Charles Oliveira,Darren Elkins
Rob Kimmons,Steve Steinbeiss,8/1/10,"San Diego, California, USA",Red,Middleweight,U-DEC,None,3,Rob Kimmons,Steve Steinbeiss
Brock Lesnar,Shane Carwin,7/3/10,"Las Vegas, Nevada, USA",Red,Heavyweight,SUB,Arm Triangle,2,Brock Lesnar,Shane Carwin
Chris Leben,Yoshihiro Akiyama,7/3/10,"Las Vegas, Nevada, USA",Red,Middleweight,SUB,Triangle Choke,3,Chris Leben,Yoshihiro Akiyama
Chris Lytle,Matt Brown,7/3/10,"Las Vegas, Nevada, USA",Red,Welterweight,SUB,Armbar,2,Chris Lytle,Matt Brown
Krzysztof Soszynski,Stephan Bonnar,7/3/10,"Las Vegas, Nevada, USA",Blue,Light Heavyweight,KO/TKO,Punches,2,Stephan Bonnar,Krzysztof Soszynski
George Sotiropoulos,Kurt Pellegrino,7/3/10,"Las Vegas, Nevada, USA",Red,Lightweight,U-DEC,None,3,George Sotiropoulos,Kurt Pellegrino
Brendan Schaub,Chris Tuchscherer,7/3/10,"Las Vegas, Nevada, USA",Red,Heavyweight,KO/TKO,Punch,1,Brendan Schaub,Chris Tuchscherer
Seth Petruzelli,Ricardo Romero,7/3/10,"Las Vegas, Nevada, USA",Blue,Light Heavyweight,SUB,Armbar,2,Ricardo Romero,Seth Petruzelli
Kendall Grove,Goran Reljic,7/3/10,"Las Vegas, Nevada, USA",Red,Middleweight,S-DEC,None,3,Kendall Grove,Goran Reljic
Gerald Harris,David Branch,7/3/10,"Las Vegas, Nevada, USA",Red,Middleweight,KO/TKO,Slam,3,Gerald Harris,David Branch
Forrest Petz,Daniel Roberts,7/3/10,"Las Vegas, Nevada, USA",Blue,Welterweight,S-DEC,None,3,Daniel Roberts,Forrest Petz
Jon Madsen,Karlos Vemola,7/3/10,"Las Vegas, Nevada, USA",Red,Heavyweight,U-DEC,None,3,Jon Madsen,Karlos Vemola
Court McGee,Kris McCray,6/19/10,"Las Vegas, Nevada, USA",Red,Middleweight,SUB,Rear Naked Choke,2,Court McGee,Kris McCray
Keith Jardine,Matt Hamill,6/19/10,"Las Vegas, Nevada, USA",Blue,Light Heavyweight,M-DEC,None,3,Matt Hamill,Keith Jardine
Chris Leben,Aaron Simpson,6/19/10,"Las Vegas, Nevada, USA",Red,Middleweight,KO/TKO,Punches,2,Chris Leben,Aaron Simpson
Spencer Fisher,Dennis Siver,6/19/10,"Las Vegas, Nevada, USA",Blue,Lightweight,U-DEC,None,3,Dennis Siver,Spencer Fisher
Jamie Yager,Rich Attonito,6/19/10,"Las Vegas, Nevada, USA",Blue,Middleweight,KO/TKO,Punches,2,Rich Attonito,Jamie Yager
John Gunderson,Mark Holst,6/19/10,"Las Vegas, Nevada, USA",Red,Lightweight,U-DEC,None,3,John Gunderson,Mark Holst
Brad Tavares,Seth Baczynski,6/19/10,"Las Vegas, Nevada, USA",Red,Middleweight,U-DEC,None,3,Brad Tavares,Seth Baczynski
Josh Bryant,Kyle Noke,6/19/10,"Las Vegas, Nevada, USA",Blue,Middleweight,KO/TKO,Punches,2,Kyle Noke,Josh Bryant
Chris Camozzi,James Hammortree,6/19/10,"Las Vegas, Nevada, USA",Red,Middleweight,U-DEC,None,3,Chris Camozzi,James Hammortree
James McSweeney,Travis Browne,6/19/10,"Las Vegas, Nevada, USA",Blue,Heavyweight,KO/TKO,Punches,1,Travis Browne,James McSweeney
Chuck Liddell,Rich Franklin,6/12/10,"Vancouver, British Columbia, Canada",Blue,Light Heavyweight,KO/TKO,Punch,1,Rich Franklin,Chuck Liddell
